Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Gender,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,2020 pop,2021 pop,Total Sales/cap,Units sold/cap
Walmart,1197831,44056,South,Texas,Houston,Men's Athletic Footwear,M,40,925,370000,129500,0.35,Outlet,29234361,29561286,0.01251637,
Walmart,1197831,44057,South,Texas,Houston,Women's Street Footwear,F,35,775,271250,94938,0.35,Outlet,29234361,29561286,0.009175852,
Walmart,1197831,44058,South,Texas,Houston,Women's Athletic Footwear,F,40,700,280000,126000,0.45,Outlet,29234361,29561286,0.009471848,
Walmart,1197831,44059,South,Texas,Houston,Men's Apparel,M,45,600,270000,81000,0.3,Outlet,29234361,29561286,0.009133567,
Walmart,1197831,44060,South,Texas,Houston,Women's Apparel,F,40,950,380000,190000,0.5,Outlet,29234361,29561286,0.012854651,
Walmart,1197831,44061,South,Texas,Houston,Men's Street Footwear,M,40,950,380000,133000,0.35,Outlet,29234361,29561286,0.012854651,
Walmart,1197831,44062,South,Texas,Houston,Men's Athletic Footwear,M,45,950,427500,149625,0.35,Outlet,29234361,29561286,0.014461482,
Walmart,1197831,44063,South,Texas,Houston,Women's Street Footwear,F,40,800,320000,112000,0.35,Outlet,29234361,29561286,0.010824969,
Walmart,1197831,44064,South,Texas,Houston,Women's Athletic Footwear,F,40,750,300000,135000,0.45,Outlet,29234361,29561286,0.010148408,
Walmart,1197831,44065,South,Texas,Houston,Men's Apparel,M,45,650,292500,87750,0.3,Outlet,29234361,29561286,0.009894698,
Walmart,1197831,44066,South,Texas,Houston,Women's Apparel,F,50,1000,500000,250000,0.5,Outlet,29234361,29561286,0.016914014,
Walmart,1197831,44067,South,Texas,Houston,Men's Street Footwear,M,40,950,380000,133000,0.35,Outlet,29234361,29561286,0.012854651,
Walmart,1197831,44068,South,Texas,Houston,Men's Athletic Footwear,M,45,950,427500,149625,0.35,Outlet,29234361,29561286,0.014461482,
Walmart,1197831,44069,South,Texas,Houston,Women's Street Footwear,F,40,1100,440000,154000,0.35,Outlet,29234361,29561286,0.014884332,
Walmart,1197831,44070,South,Texas,Houston,Women's Athletic Footwear,F,40,700,280000,126000,0.45,Outlet,29234361,29561286,0.009471848,
Walmart,1197831,44071,South,Texas,Houston,Men's Apparel,M,45,700,315000,94500,0.3,Outlet,29234361,29561286,0.010655829,
Walmart,1197831,44072,South,Texas,Houston,Women's Apparel,F,50,975,487500,243750,0.5,Outlet,29234361,29561286,0.016491163,
Walmart,1197831,44073,South,Texas,Houston,Men's Street Footwear,M,40,925,370000,129500,0.35,Outlet,29234361,29561286,0.01251637,
Walmart,1197831,44074,South,Texas,Houston,Men's Athletic Footwear,M,45,925,416250,145688,0.35,Outlet,29234361,29561286,0.014080917,
Walmart,1197831,44075,South,Texas,Houston,Women's Street Footwear,F,40,1100,440000,154000,0.35,Outlet,29234361,29561286,0.014884332,
Walmart,1197831,44076,South,Texas,Houston,Women's Athletic Footwear,F,40,650,260000,117000,0.45,Outlet,29234361,29561286,0.008795287,
Walmart,1197831,44077,South,Texas,Houston,Men's Apparel,M,45,650,292500,87750,0.3,Outlet,29234361,29561286,0.009894698,
Walmart,1197831,44078,South,Texas,Houston,Women's Apparel,F,50,900,450000,225000,0.5,Outlet,29234361,29561286,0.015222612,
Walmart,1197831,44079,South,Texas,Houston,Men's Street Footwear,M,45,850,382500,133875,0.35,Outlet,29234361,29561286,0.012939221,
Walmart,1197831,44080,South,Texas,Houston,Men's Athletic Footwear,M,45,850,382500,133875,0.35,Outlet,29234361,29561286,0.012939221,
Walmart,1197831,44081,South,Texas,Houston,Women's Street Footwear,F,50,900,450000,157500,0.35,Outlet,29234361,29561286,0.015222612,
Walmart,1197831,44082,South,Texas,Houston,Women's Athletic Footwear,F,50,625,312500,140625,0.45,Outlet,29234361,29561286,0.010571259,
Walmart,1197831,44083,South,Texas,Houston,Men's Apparel,M,45,625,281250,84375,0.3,Outlet,29234361,29561286,0.009514133,
Walmart,1197831,44084,South,Texas,Houston,Women's Apparel,F,55,850,467500,233750,0.5,Outlet,29234361,29561286,0.015814603,
Walmart,1197831,44085,South,Texas,Houston,Men's Street Footwear,M,45,800,360000,126000,0.35,Outlet,29234361,29561286,0.01217809,
Walmart,1197831,44086,South,Texas,Houston,Men's Athletic Footwear,M,45,800,360000,126000,0.35,Outlet,29234361,29561286,0.01217809,
Walmart,1197831,44087,South,Texas,Houston,Women's Street Footwear,F,50,750,375000,131250,0.35,Outlet,29234361,29561286,0.01268551,
Walmart,1197831,44088,South,Texas,Houston,Women's Athletic Footwear,F,50,600,300000,135000,0.45,Outlet,29234361,29561286,0.010148408,
Walmart,1197831,44089,South,Texas,Houston,Men's Apparel,M,45,575,258750,77625,0.3,Outlet,29234361,29561286,0.008753002,
Walmart,1197831,44090,South,Texas,Houston,Women's Apparel,F,55,750,412500,206250,0.5,Outlet,29234361,29561286,0.013954061,
Walmart,1197831,44124,South,Texas,Houston,Men's Street Footwear,M,45,900,405000,141750,0.35,Outlet,29234361,29561286,0.013700351,
Walmart,1197831,44125,South,Texas,Houston,Men's Athletic Footwear,M,45,900,405000,141750,0.35,Outlet,29234361,29561286,0.013700351,
Walmart,1197831,44126,South,Texas,Houston,Women's Street Footwear,F,50,825,412500,144375,0.35,Outlet,29234361,29561286,0.013954061,
Walmart,1197831,44127,South,Texas,Houston,Women's Athletic Footwear,F,50,675,337500,151875,0.45,Outlet,29234361,29561286,0.011416959,
Walmart,1197831,44128,South,Texas,Houston,Men's Apparel,M,45,650,292500,87750,0.3,Outlet,29234361,29561286,0.009894698,
Walmart,1197831,44129,South,Texas,Houston,Women's Apparel,F,55,850,467500,233750,0.5,Outlet,29234361,29561286,0.015814603,
Walmart,1197831,44130,South,Texas,Houston,Men's Street Footwear,M,45,950,427500,149625,0.35,Outlet,29234361,29561286,0.014461482,
Walmart,1197831,44131,South,Texas,Houston,Men's Athletic Footwear,M,45,950,427500,149625,0.35,Outlet,29234361,29561286,0.014461482,
Walmart,1197831,44132,South,Texas,Houston,Women's Street Footwear,F,50,850,425000,148750,0.35,Outlet,29234361,29561286,0.014376912,
Walmart,1197831,44133,South,Texas,Houston,Women's Athletic Footwear,F,50,700,350000,157500,0.45,Outlet,29234361,29561286,0.01183981,
Walmart,1197831,44134,South,Texas,Houston,Men's Apparel,M,45,650,292500,87750,0.3,Outlet,29234361,29561286,0.009894698,
Walmart,1197831,44135,South,Texas,Houston,Women's Apparel,F,55,900,495000,247500,0.5,Outlet,29234361,29561286,0.016744874,
West Gear,1128299,44136,South,Texas,Houston,Men's Street Footwear,M,40,775,310000,108500,0.35,Outlet,29234361,29561286,0.010486689,
West Gear,1128299,44137,South,Texas,Houston,Men's Athletic Footwear,M,50,775,387500,77500,0.2,Outlet,29234361,29561286,0.013108361,
West Gear,1128299,44138,South,Texas,Houston,Women's Street Footwear,F,50,775,387500,135625,0.35,Outlet,29234361,29561286,0.013108361,
West Gear,1128299,44139,South,Texas,Houston,Women's Athletic Footwear,F,50,625,312500,93750,0.3,Outlet,29234361,29561286,0.010571259,
West Gear,1128299,44140,West,California,San Francisco,Men's Apparel,M,55,575,316250,158125,0.5,Outlet,39503200,39145060,0.008078925,
West Gear,1128299,44141,West,California,San Francisco,Women's Apparel,F,50,775,387500,58125,0.15,Outlet,39503200,39145060,0.009899078,
West Gear,1128299,44142,West,California,San Francisco,Men's Street Footwear,M,40,825,330000,115500,0.35,Outlet,39503200,39145060,0.008430183,
West Gear,1128299,44143,West,California,San Francisco,Men's Athletic Footwear,M,50,725,362500,72500,0.2,Outlet,39503200,39145060,0.009260428,
West Gear,1128299,44144,West,California,San Francisco,Women's Street Footwear,F,50,725,362500,126875,0.35,Outlet,39503200,39145060,0.009260428,
West Gear,1128299,44145,West,California,San Francisco,Women's Athletic Footwear,F,50,575,287500,86250,0.3,Outlet,39503200,39145060,0.007344477,
West Gear,1128299,44146,West,California,San Francisco,Men's Apparel,M,55,500,275000,137500,0.5,Outlet,39503200,39145060,0.007025152,
West Gear,1128299,44147,West,California,San Francisco,Women's Apparel,F,50,700,350000,52500,0.15,Outlet,39503200,39145060,0.008941103,
West Gear,1128299,44148,West,California,San Francisco,Men's Street Footwear,M,50,850,425000,148750,0.35,Outlet,39503200,39145060,0.010857053,
West Gear,1128299,44149,West,California,San Francisco,Men's Athletic Footwear,M,60,700,420000,84000,0.2,Outlet,39503200,39145060,0.010729323,
West Gear,1128299,44150,West,California,San Francisco,Women's Street Footwear,F,60,700,420000,147000,0.35,Outlet,39503200,39145060,0.010729323,
West Gear,1128299,44187,West,California,San Francisco,Women's Athletic Footwear,F,60,600,360000,108000,0.3,Outlet,39503200,39145060,0.009196563,
West Gear,1128299,44188,West,California,San Francisco,Men's Apparel,M,65,500,325000,162500,0.5,Outlet,39503200,39145060,0.008302452,
West Gear,1128299,44189,West,California,San Francisco,Women's Apparel,F,60,700,420000,63000,0.15,Outlet,39503200,39145060,0.010729323,
West Gear,1128299,44190,West,California,San Francisco,Men's Street Footwear,M,60,875,525000,183750,0.35,Outlet,39503200,39145060,0.013411654,
West Gear,1128299,44191,West,California,San Francisco,Men's Athletic Footwear,M,65,675,438750,87750,0.2,Outlet,39503200,39145060,0.011208311,
West Gear,1128299,44192,West,California,San Francisco,Women's Street Footwear,F,65,725,471250,164938,0.35,Outlet,39503200,39145060,0.012038556,
West Gear,1128299,44193,West,California,San Francisco,Women's Athletic Footwear,F,60,625,375000,112500,0.3,Outlet,39503200,39145060,0.009579753,
West Gear,1128299,44194,West,California,San Francisco,Men's Apparel,M,65,525,341250,170625,0.5,Outlet,39503200,39145060,0.008717575,
West Gear,1128299,44195,West,California,San Francisco,Women's Apparel,F,80,700,560000,84000,0.15,Outlet,39503200,39145060,0.014305764,
West Gear,1128299,44196,West,California,San Francisco,Men's Street Footwear,M,60,900,540000,216000,0.4,Outlet,39503200,39145060,0.013794844,
West Gear,1128299,44197,West,California,San Francisco,Men's Athletic Footwear,M,65,750,487500,121875,0.25,Outlet,39503200,39145060,0.012453679,
West Gear,1128299,44198,West,California,San Francisco,Women's Street Footwear,F,65,750,487500,195000,0.4,Outlet,39503200,39145060,0.012453679,
West Gear,1128299,44199,West,California,San Francisco,Women's Athletic Footwear,F,60,650,390000,136500,0.35,Outlet,39503200,39145060,0.009962943,
West Gear,1128299,44200,West,California,San Francisco,Men's Apparel,M,65,550,357500,196625,0.55,Outlet,39503200,39145060,0.009132698,
West Gear,1128299,44201,West,California,San Francisco,Women's Apparel,F,80,725,580000,116000,0.2,Outlet,39503200,39145060,0.014816684,
West Gear,1128299,44202,West,California,San Francisco,Men's Street Footwear,M,60,975,585000,234000,0.4,Outlet,39503200,39145060,0.014944414,
West Gear,1128299,44203,West,California,San Francisco,Men's Athletic Footwear,M,65,825,536250,134063,0.25,Outlet,39503200,39145060,0.013699047,
West Gear,1128299,44204,West,California,San Francisco,Women's Street Footwear,F,65,825,536250,214500,0.4,Outlet,39503200,39145060,0.013699047,
West Gear,1128299,44205,West,California,San Francisco,Women's Athletic Footwear,F,60,700,420000,147000,0.35,Outlet,39503200,39145060,0.010729323,
West Gear,1128299,44206,West,California,San Francisco,Men's Apparel,M,65,575,373750,205563,0.55,Outlet,39503200,39145060,0.00954782,
West Gear,1128299,44207,West,California,San Francisco,Women's Apparel,F,80,875,700000,140000,0.2,Outlet,39503200,39145060,0.017882205,
West Gear,1128299,44208,West,California,San Francisco,Men's Street Footwear,M,60,1025,615000,215250,0.35,Outlet,39503200,39145060,0.015710795,
West Gear,1128299,44209,West,California,San Francisco,Men's Athletic Footwear,M,65,875,568750,113750,0.2,Outlet,39503200,39145060,0.014529292,
West Gear,1128299,44210,West,California,San Francisco,Women's Street Footwear,F,65,825,536250,187688,0.35,Outlet,39503200,39145060,0.013699047,
West Gear,1128299,44211,West,California,San Francisco,Women's Athletic Footwear,F,60,725,435000,130500,0.3,Outlet,39503200,39145060,0.011112513,
West Gear,1128299,44212,West,California,San Francisco,Men's Apparel,M,65,775,503750,251875,0.5,Outlet,39503200,39145060,0.012868801,
West Gear,1128299,44213,West,California,San Francisco,Women's Apparel,F,80,775,620000,93000,0.15,Outlet,39503200,39145060,0.015838525,
West Gear,1128299,44214,West,California,San Francisco,Men's Street Footwear,M,65,975,633750,221813,0.35,Outlet,39503200,39145060,0.016189782,
West Gear,1128299,44215,West,California,San Francisco,Men's Athletic Footwear,M,70,925,647500,129500,0.2,Outlet,39503200,39145060,0.01654104,
West Gear,1128299,44216,West,California,San Francisco,Women's Street Footwear,F,65,800,520000,182000,0.35,Outlet,39503200,39145060,0.013283924,
West Gear,1128299,44217,West,California,San Francisco,Women's Athletic Footwear,F,65,750,487500,146250,0.3,Outlet,39503200,39145060,0.012453679,
West Gear,1128299,44218,West,California,San Francisco,Men's Apparel,M,75,750,562500,281250,0.5,Outlet,39503200,39145060,0.014369629,
West Gear,1128299,44219,West,California,San Francisco,Women's Apparel,F,80,725,580000,87000,0.15,Outlet,39503200,39145060,0.014816684,
West Gear,1128299,44220,West,California,San Francisco,Men's Street Footwear,M,55,925,508750,152625,0.3,Outlet,39503200,39145060,0.012996531,
West Gear,1128299,44221,West,California,San Francisco,Men's Athletic Footwear,M,60,925,555000,83250,0.15,Outlet,39503200,39145060,0.014178034,
West Gear,1128299,44222,West,California,San Francisco,Women's Street Footwear,F,55,775,426250,127875,0.3,Outlet,39503200,39145060,0.010888986,
West Gear,1128299,44223,West,California,San Francisco,Women's Athletic Footwear,F,55,725,398750,99688,0.25,Outlet,39503200,39145060,0.010186471,
West Gear,1128299,44224,West,California,San Francisco,Men's Apparel,M,65,725,471250,212063,0.45,Outlet,39503200,39145060,0.012038556,
West Gear,1128299,44225,West,California,San Francisco,Women's Apparel,F,70,775,542500,54250,0.1,Outlet,39503200,39145060,0.013858709,
West Gear,1128299,44226,West,California,San Francisco,Men's Street Footwear,M,55,875,481250,144375,0.3,Outlet,39503200,39145060,0.012294016,
West Gear,1128299,44227,West,California,San Francisco,Men's Athletic Footwear,M,60,875,525000,78750,0.15,Outlet,39503200,39145060,0.013411654,
West Gear,1128299,44228,West,California,San Francisco,Women's Street Footwear,F,55,700,385000,115500,0.3,Outlet,39503200,39145060,0.009835213,
West Gear,1128299,44229,West,California,San Francisco,Women's Athletic Footwear,F,55,675,371250,92813,0.25,Outlet,39503200,39145060,0.009483955,
West Gear,1128299,44230,West,California,San Francisco,Men's Apparel,M,65,650,422500,190125,0.45,Outlet,39503200,39145060,0.010793188,
